Comune;X;Y;denom;Localiz;nomeparco;weblink;cronologia;Tipologia;info;Telefono;Fax;e_mail;Social;Ticket;Ticket_rid;Orario;Scheda;FotoImage;OBJECTID;Note;Sheet;CODISTAT;data_caricamento
"Santa Flavia";"13.531979";"38.093301";"Edificio sacro con altare a tre betili";"Località Solunto";"Parco archeologico di Solunto";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=51&IdSito=62";ellenistica;Santuario;"La prima domenica del mese ingresso gratuito. Ultimo ingresso sempre un'ora prima della chiusura.";"3387845140 - 091909339 - 091905043";NULL;"poloarcheologico.pa.uo5@regione.sicilia.it, urp.parco.archeo.solunto @ regione.sicilia.it";"https://www.facebook.com/pg/parco.di.solunto/about/?ref=page_internal";"€ 4,00";"€ 2,00";"Orario invernale: 9,00 - 18,00. Orario estivo: 9,00 - 19,30. Domenica e festivi 9,00 - 13,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_areasacra.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Solunto_areasacra.jpg";"51";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_areasacra_eng.pdf";"082067";"1587553507"
"Santa Flavia";"13.531535";"38.093942";"Edifici sacri a due navate";"Località Solunto";"Parco archeologico di Solunto";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=51&IdSito=62";ellenistica;Santuario;"La prima domenica del mese ingresso gratuito. Ultimo ingresso sempre un'ora prima della chiusura.";"3387845140 - 091909339 - 091905043";NULL;"poloarcheologico.pa.uo5@regione.sicilia.it, urp.parco.archeo.solunto @ regione.sicilia.it";"https://www.facebook.com/pg/parco.di.solunto/about/?ref=page_internal";"€ 4,00";"€ 2,00";"Orario invernale: 9,00 - 18,00. Orario estivo: 9,00 - 19,30. Domenica e festivi 9,00 - 13,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_edifici2navate.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Solunto_edifici2navate.jpg";"52";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_edifici2navate_eng.pdf";"082067";"1587553507"
"Santa Flavia";"13.532169";"38.093982";Agorà;"Località Solunto";"Parco archeologico di Solunto";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=51&IdSito=62";ellenistica;"Area pubblica civile";"La prima domenica del mese ingresso gratuito. Ultimo ingresso sempre un'ora prima della chiusura.";"3387845140 - 091909339 - 091905043";NULL;"poloarcheologico.pa.uo5@regione.sicilia.it, urp.parco.archeo.solunto @ regione.sicilia.it";"https://www.facebook.com/pg/parco.di.solunto/about/?ref=page_internal";"€ 4,00";"€ 2,00";"Orario invernale: 9,00 - 18,00. Orario estivo: 9,00 - 19,30. Domenica e festivi 9,00 - 13,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_agora.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Solunto_agora.jpg";"53";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_agora_eng.pdf";"082067";"1587553507"
"Santa Flavia";"13.531219";"38.093191";"Casa del cerchio mosaico";"Località Solunto";"Parco archeologico di Solunto";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=51&IdSito=62";"ellenistica; imperiale";Casa;"La prima domenica del mese ingresso gratuito. Ultimo ingresso sempre un'ora prima della chiusura.";NULL;NULL;"poloarcheologico.pa.uo5@regione.sicilia.it, urp.parco.archeo.solunto @ regione.sicilia.it";"https://www.facebook.com/pg/parco.di.solunto/about/?ref=page_internal";"€ 4,00";"€ 2,00";"Orario invernale: 9,00 - 18,00. Orario estivo: 9,00 - 19,30. Domenica e festivi 9,00 - 13,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_cerchiomosaico.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Solunto_cerchiomosaico.jpg";"180";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_cerchiomosaico_eng.pdf";"082067";"1587553507"
"Santa Flavia";"13.531565";"38.080427";Necropoli;"Via Consolare";"Parco archeologico di Solunto";"http://www.comune.santaflavia.pa.it/index.php?option=com_content&task=view&id=27&Itemid=35";"arcaica; classica; ellenistica";Necropoli;"Visitabile su richiesta";"3387845140 - 091909339 - 091905043";NULL;"poloarcheologico.pa.uo5@regione.sicilia.it, urp.parco.archeo.solunto @ regione.sicilia.it";"https://www.facebook.com/pg/parco.di.solunto/about/?ref=page_internal";NULL;NULL;NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_necropoli.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Solunto_necropoli.jpg";"187";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Solunto_necropoli_eng.pdf";"082067";"1587553507"
Palermo;"13.355695";"38.112287";"Case Romane";"Piazza della Vittoria - Villa Bonanno";"Area archeologica di Villa Bonanno";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=172&IdSito=60";"ellenistica; imperiale";Casa;NULL;"091 7071317/411";NULL;NULL;NULL;Gratuito;Gratuito;"Visitabile su prenotazione";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Palermo_villabonanno.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Palermo_villabonanno.jpg";"54";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Palermo_villabonanno_eng.pdf";"082053";"1587553507"
Palermo;"13.366571";"38.122708";"Castello a Mare";"Via Crispi - ingresso via Patti";"Area monumentale archeologica di Castello a Mare";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=92&IdSito=59";medievale;Fortificazioni;NULL;"0917071317/411";NULL;NULL;NULL;"€ 2,00";"€ 1,00";"Da martedì a domenica, compresi i festivi, dalle 9.30 alle 13.30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Palermo_castellomare.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Palermo_castellomare.jpg";"55";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Palermo_castellomare_eng.pdf";"082053";"1587553507"
Palermo;"13.345000";"38.108738";"Necropoli Punica";"Corso Calatafimi 90";"Centro urbano";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=47&IdSito=57";"arcaica; classica; ellenistica";Necropoli;NULL;"0917071425 - 091590";NULL;NULL;NULL;"€ 2,00";"€ 1,00";"La Necropoli punica è aperta da martedì a sabato (9.30-13.30 e 14.30-17.30). Domeniche e festivi 9.30-13.30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Palermo_necropoli.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Palermo_necropolipunica.jpg";"56";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Palermo_necropoli_eng.pdf";"082053";"1587553507"
Palermo;"13.353936";"38.186545";"Grotta dell'Addaura";Addaura;"R.N.O. Monte Pellegrino";NULL;preistorica;Grotta;"Chiusa per pericolo caduta massi.";"0917071408";"0917071213";"urpsopripa@regione.sicilia.it";NULL;NULL;NULL;NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Palermo_addaura.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Palermo_addaura.jpg";"185";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Palermo_addaura_eng.pdf";"082053";"1587553507"
Palermo;"13.361469";"38.115602";Palermo;NULL;"Centro urbano";NULL;"arcaica; classica, ellenistica; imperiale";Insediamento;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Palermo.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Palermo.jpg";"198";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Palermo_eng.pdf";"082053";"1587553507"
Licata;"13.931569";"37.100012";"Monte Sant'Angelo-Finziade";"Monte Sant'Angelo";"Area archeologica di Monte Sant'Angelo e Castel Sant'Angelo";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=160&IdSito=14";ellenistica;"Insediamento; Abitato";NULL;"0922 772602";NULL;NULL;NULL;Gratuito;Gratuito;"Tutti i giorni feriali dalle 8,30 alle 13,30. Domeniche e festivi chiuso";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Finziade.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Finziade.jpg";"57";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Finziade_eng.pdf";"084021";"1587553507"
Augusta;"15.181746";"37.203773";Agorà;"C.da Megara Giannalena";"Area archeologica e Antiquarium di Megara Hyblea";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=95&IdSito=79";"arcaica; classica; ellenistica";"Area pubblica civile";NULL;"09314508211";NULL;NULL;NULL;"€ 4,00";"€ 2,00";"Tutti i giorni dalle 8,30 alle 16,30 chiusura biglietteria 15,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Megara_agora.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Megara_agora.jpg";"58";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Megara_agora_eng.pdf";"089001";"1587553507"
Augusta;"15.181797";"37.204395";"Tempio di IV sec. a.C.";"C.da Megara Giannalena";"Area archeologica e Antiquarium di Megara Hyblea";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=95&IdSito=79";classica;Tempio;NULL;"09314508211";NULL;NULL;NULL;"€ 4,00";"€ 2,00";"Tutti i giorni dalle 8,30 alle 16,30 chiusura biglietteria 15,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Megara_tempio4sec.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Megara_tempio4sec.jpg";"157";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Megara_tempio4sec_eng.pdf";"089001";"1587553507"
Augusta;"15.181035";"37.204304";Fortificazioni;"C.da Megara Giannalena";"Area archeologica e Antiquarium di Megara Hyblea";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=95&IdSito=79";"arcaica; classica; ellenistica";Fortificazioni;NULL;"09314508211";NULL;NULL;NULL;"€ 4,00";"€ 2,00";"Tutti i giorni dalle 8,30 alle 16,30 chiusura biglietteria 15,30";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Megara_fortificazioni.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Megara_fortificazioni.jpg";"158";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Megara_fortificazioni_eng.pdf";"089001";"1587553507"
Favignana;"12.322131";"38.002038";"Grotta del Genovese";"Cala del Genovese - Isola di Levanzo";"Area archeologica delle Egadi";"http://www.informazioni-turistiche.it/isole-egadi/levanzo.html";preistorica;Grotta;NULL;"0923808111";NULL;NULL;NULL;Gratuito;Gratuito;"Previa prenotazione escluso i festivi. La visita dura 2 ore ed è guidata";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Levanzo_genovese.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Levanzo_genovese.jpg";"59";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Levanzo_genovese_eng.pdf";"081009";"1587553507"
Pantelleria;"11.951357";"36.822437";"Acropoli di Santa Teresa e San Marco";"Collina di San Marco, via dell'Acropoli";"Parco Archeologico delle antiche capitali di Pantelleria";"http://www.conoscerepantelleria.it/escursione-archeologica.html";"arcaica; classica; ellenistica; romana; imperiale";"Insediamento; Abitato";NULL;"0923808111";NULL;NULL;NULL;Libero;Libero;NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Pantelleria_cossyra.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Pantelleria_acropoli.jpg";"60";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Pantelleria_cossyra_eng.pdf";"081014";"1587553507"
Pantelleria;"11.929649";"36.810845";"Villaggio di Mursia";"C.da Mursia, tra Cala di Modica e Cala dell'Alca";"Parco archeologico delle antiche capitali di Pantelleria";"http://it.wikipedia.org/wiki/Pantelleria";preistorica;Abitato;NULL;"0923808111";NULL;NULL;NULL;Gratuito;Gratuito;"Sito aperto non custodito";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Pantelleria_mursia.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Pantelleria_mursia.jpg";"109";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Pantelleria_mursia_eng.pdf";"081014";"1587553507"
Pantelleria;"11.931550";"36.807903";"Grande Sese";"C.da Cimillia";"Parco archeologico delle antiche capitali di Pantelleria";"http://it.wikipedia.org/wiki/Pantelleria";preistorica;Necropoli;NULL;"0923808111";NULL;NULL;NULL;Gratuito;Gratuito;"Sito aperto non custodito";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Pantelleria_sese.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Pantelleria_sese.jpg";"110";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Pantelleria_sese_eng.pdf";"081014";"1587553507"
Taormina;"15.292193";"37.852347";"Teatro Greco-Romano";"via del Teatro Greco 40";"Parco archeologico di Naxos-Taormina";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=43&IdSito=50";"ellenistica; romana; imperiale";Teatro;"http://www.regione.sicilia.it/beniculturali/Dirbenicult/database/page_musei/Orario%20di%20fruizione%20Siti%20Parco%20di%20Naxos.pdf";"094223220";NULL;NULL;NULL;"€ 10,00";"€ 5,00";"Aperto tutti i giorni dalle 9.00 ad un'ora prima del tramonto";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Taormina_teatro.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Taormina_teatro.jpg";"61";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Taormina_teatro_eng.pdf";"083097";"1587553507"
Taormina;"15.288001";"37.853942";Odeon;"Via Timeo";"Parco archeologico di Naxos-Taormina";NULL;"ellenistica; imperiale";"Edificio pubblico civile";"Sito recintato osservabile dalla strada";NULL;NULL;NULL;NULL;NULL;Gratuito;NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Taormina_odeon.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Taormina_odeon.jpg";"178";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Taormina_odeon_eng.pdf";"083097";"1587553507"
Taormina;"15.287393";"37.852465";Naumachie;"Via Naumachie";"Parco archeologico di Naxos-Taormina";NULL;"ellenistica; imperiale";"Edificio pubblico civile";"Osservabile dalla via";NULL;NULL;NULL;NULL;NULL;Gratuito;NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Taormina_naumachie.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Taormina_naumachie.jpg";"179";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Taormina_naumachie_eng.pdf";"083097";"1587553507"
Tusa;"14.262624";"37.997866";Agorà;"C.da Santa Maria delle Palate";"Area archeologica di Halaesa Arconidea";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=45&IdSito=52";"ellenistica; romana; imperiale";"Area pubblica civile";"Si informa che per la temporanea disattivazione delle linee telefoniche di rete fissa, le comunicazioni potranno essere inviate alle caselle polomuseale.me.uo3@regione.sicilia.it e museo.messina.uo3@regione.sicilia.it";NULL;NULL;NULL;NULL;Gratuito;Gratuito;"Orario di apertura: Da martedì a domenica dalle 9,00 alle 18,30. Apertura nei giorni festivi 16, 17 e 25 aprile e 1 maggio. Orario biglietteria 9,00/18,00";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Halaesa_agora.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Halaesa_agora.jpg";"62";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Halaesa_agora_eng.pdf";"083101";"1587553507"
Tusa;"14.262273";"37.999260";Fortificazioni;"C.da Santa Maria delle Palate";"Area archeologica di Halaesa Arconidea";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=45&IdSito=52";"classica; ellenistica";Fortificazioni;"Si informa che per la temporanea disattivazione delle linee telefoniche di rete fissa, le comunicazioni potranno essere inviate alle caselle polomuseale.me.uo3@regione.sicilia.it e museo.messina.uo3@regione.sicilia.it";NULL;NULL;NULL;NULL;Gratuito;Gratuito;"Orario di apertura: Da martedì a domenica dalle 9,00 alle 18,30. Apertura nei giorni festivi 16, 17 e 25 aprile e 1 maggio. Orario biglietteria 9,00/18,00";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Halaesa_fortificazioni.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Halaesa_fortificazioni.jpg";"150";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Halaesa_fortificazioni_eng.pdf";"083101";"1587553507"
Tusa;"14.261664";"37.994501";Colombario;"C.da Santa Maria delle Palate";"Area archeologica di Halaesa Arconidea";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=45&IdSito=52";imperiale;Necropoli;"Si informa che per la temporanea disattivazione delle linee telefoniche di rete fissa, le comunicazioni potranno essere inviate alle caselle polomuseale.me.uo3@regione.sicilia.it e museo.messina.uo3@regione.sicilia.it";NULL;NULL;NULL;NULL;Gratuito;Gratuito;"Orario di apertura: Da martedì a domenica dalle 9,00 alle 18,30. Apertura nei giorni festivi 16, 17 e 25 aprile e 1 maggio. Orario biglietteria 9,00/18,00";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Halaesa_colombario.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Halaesa_colombario.jpg";"151";NULL;"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Halaesa_colombario_eng.pdf";"083101";"1587553507"
Ragusa;"14.447204";"36.872279";Tempio;"S.P. 102 Km.1 C.da Cammarana";"Parco archeologico terracqueo di Kamarina";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=177&IdSito=125";classica;Tempio;"Biglietto unico con Museo di Kamarina (attualmente chiuso per lavori di messa in sicurezza)";"3346040449";"0932826002";"urp.museo.kamarina@regione.sicilia.it";"https://it-it.facebook.com/pages/Museo-archeologico-regionale-di-Kamarina/637034176357925, https://it-it.facebook.com/Museo-Regionale-di-Kamarina-304263013003157/";"€ 4,00";"€ 2,00";"Aperto tutti i giorni feriali dalle 9.00 alle 18.00. Apertura festiva solo la prima domenica del mese";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Kamarina_tempio.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Kamarina_tempio.jpg";"63";"(parco in corso di definizione)";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Kamarina_tempio_eng.pdf";"088009";"1587553507"
Ragusa;"14.441860";"36.873121";Agorà;"S.P. 102 Km.1 C.da Cammarana";"Parco archeologico terracqueo di Kamarina";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=177&IdSito=125";classica;"Area pubblica civile";"Biglietto unico con Museo di Kamarina (attualmente chiuso per lavori di messa in sicurezza)";"3346040449";"0932826002";"urp.museo.kamarina@regione.sicilia.it";"https://it-it.facebook.com/pages/Museo-archeologico-regionale-di-Kamarina/637034176357925, https://it-it.facebook.com/Museo-Regionale-di-Kamarina-304263013003157/";"€ 4,00";"€ 2,00";"Aperto tutti i giorni feriali dalle 9.00 alle 18.00. Apertura festiva solo la prima domenica del mese";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Kamarina_agora.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Kamarina_agora.jpg";"161";"(parco in corso di definizione)";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Kamarina_agora_eng.pdf";"088009";"1587553507"
Ragusa;"14.442657";"36.874269";Case;"S.P. 102 Km.1 C.da Cammarana";"Parco archeologico terracqueo di Kamarina";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=177&IdSito=125";"arcaica; classica";Casa;"Biglietto unico con Museo di Kamarina (attualmente chiuso per lavori di messa in sicurezza)";"3346040449";"0932826002";"urp.museo.kamarina@regione.sicilia.it";"https://it-it.facebook.com/pages/Museo-archeologico-regionale-di-Kamarina/637034176357925, https://it-it.facebook.com/Museo-Regionale-di-Kamarina-304263013003157/";"€ 4,00";"€ 2,00";"Aperto tutti i giorni feriali dalle 9.00 alle 18.00. Apertura festiva solo la prima domenica del mese";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Kamarina_case.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Kamarina_case.jpg";"162";"(parco in corso di definizione)";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Kamarina_case_eng.pdf";"088009";"1587553507"
Ragusa;"14.445711";"36.870670";"Santuario divinità ctonie";"S.P. 102 Km.1 C.da Cammarana";"Parco archeologico terracqueo di Kamarina";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=177&IdSito=125";"arcaica; classica";Santuario;"Biglietto unico con Museo di Kamarina (attualmente chiuso per lavori di messa in sicurezza)";"3346040449";"0932826002";"urp.museo.kamarina@regione.sicilia.it";"https://it-it.facebook.com/pages/Museo-archeologico-regionale-di-Kamarina/637034176357925, https://it-it.facebook.com/Museo-Regionale-di-Kamarina-304263013003157/";"€ 4,00";"€ 2,00";"Aperto tutti i giorni feriali dalle 9.00 alle 18.00. Apertura festiva solo la prima domenica del mese";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Kamarina_ctonie.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Kamarina_ctonie.jpg";"163";"(parco in corso di definizione)";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Kamarina_ctonie_eng.pdf";"088009";"1587553507"
Patti;"15.043983";"38.142912";Basilica;"Via del Teatro Greco - Loc. Tindari";"Area archeologica Teatro Antico e Antiquarium di Tindari";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=46&IdSito=48";imperiale;"Edificio pubblico civile";"Dal 1 settembre 2015 è istituito il biglietto unico per la visita della Villa Romana di Patti Marina e dell'area archeologica di Tindari (tariffa intera di € 8,00 e ridotta di € 4,00), la cui validità è di tre giorni dalla data di emissione.";"0941369023";NULL;NULL;NULL;"€ 6,00";"€ 3,00";"Tutti i giorni dalle ore 9 alle ore 19 (Ultimo ingresso fino a mezz'ora prima della chiusura).";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Tindari_basilica.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Tindari_basilica.jpg";"64";"D.A. 244 del 01/07/81";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Tindari_basilica_eng.pdf";"083066";"1587553507"
Patti;"15.042404";"38.143702";Teatro;"Via del Teatro Greco - Loc. Tindari";"Area archeologica Teatro Antico e Antiquarium di Tindari";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=46&IdSito=48";"ellenistica; imperiale";Teatro;"Dal 1 settembre 2015 è istituito il biglietto unico per la visita della Villa Romana di Patti Marina e dell'area archeologica di Tindari (tariffa intera di € 8,00 e ridotta di € 4,00), la cui validità è di tre giorni dalla data di emissione.";"0941369023";NULL;NULL;NULL;"€ 6,00";"€ 3,00";"Tutti i giorni dalle ore 9 alle ore 19 (Ultimo ingresso fino a mezz'ora prima della chiusura).";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Tindari_teatro.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Tindari_teatro.jpg";"65";"D.A. 244 del 01/07/81";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Tindari_teatro_eng.pdf";"083066";"1587553507"
Patti;"15.040819";"38.146103";"Isolato XVII B - Domus - Cercadenari";"Via del Teatro Greco - Loc. Tindari";"Area archeologica Teatro Antico e Antiquarium di Tindari";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=46&IdSito=48";"ellenistica; imperiale";Abitato;"Dal 1 settembre 2015 è istituito il biglietto unico per la visita della Villa Romana di Patti Marina e dell'area archeologica di Tindari (tariffa intera di € 8,00 e ridotta di € 4,00), la cui validità è di tre giorni dalla data di emissione.";"0941369023";NULL;NULL;NULL;"€ 6,00";"€ 3,00";"Tutti i giorni dalle ore 9 alle ore 19 (Ultimo ingresso fino a mezz'ora prima della chiusura).";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Tindari_isolato17b.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Tindari_isolato17b.jpg";"66";"D.A. 244 del 01/07/81";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Tindari_isolato17b_eng.pdf";"083066";"1587553507"
Patti;"15.043918";"38.143325";"Isolato IV";"Via del Teatro Greco - Loc. Tindari";"Area archeologica Teatro Antico e Antiquarium di Tindari";"http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=46&IdSito=48";"ellenistica; imperiale";"Casa; Abitato";"Dal 1 settembre 2015 è istituito il biglietto unico per la visita della Villa Romana di Patti Marina e dell'area archeologica di Tindari (tariffa intera di € 8,00 e ridotta di € 4,00), la cui validità è di tre giorni dalla data di emissione.";"0941369023";NULL;NULL;NULL;"€ 6,00";"€ 3,00";"Tutti i giorni dalle ore 9 alle ore 19 (Ultimo ingresso fino a mezz'ora prima della chiusura).";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Tindari_isolato4.pdf";"http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Tindari_isolato4.jpg";"76";"D.A. 244 del 01/07/81";"http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Tindari_isolato4_eng.pdf";"083066";"1587553507"
