Comune;Provincia;Categoria;Tipologia;Nome;Indirizzo;Sito internet;Telefono;Email;Codice;Longitudine;Latitudine
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;KOLYMBETRA;Via CURRERI 1;http://wwwkolymbetra.com;0922554632;info@kolymbetra.com;TRS-IT-SIC-00795;13.581462;37.310166
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;LA CASA DI EL;Via AMENDOLA 18;http://www.lacasadiel.it;0922595008;info@lacasadiel.it;TRS-IT-SIC-02134;13.577098;37.310756
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;LA CASA DI EL SUITE;Via Amendola 18;;0922595008;costanzaalfonso@libero.it;TRS-IT-SIC-06963;13.577724;37.310495
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;La Casetta degli Aranci;Via delle Ninfee 57;http://www.lacasettadegliaranci.it;0922412887;alessandrapiraneo@gmail.com;TRS-IT-SIC-05010;13.597667;37.266597
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;LA DOLCE VITA;Salita FILINO 3;http://www.bbladolcevita.com;092227386;info@bbladolcevita.com;TRS-IT-SIC-02135;13.586271;37.309271
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;LA FINESTRA SULLA VALLE;Viale DELLA VITTORIA 25;http://www.lafinestrasullavalle.com;09221920286;info@lafinestrasullavalle.com;TRS-IT-SIC-01796;13.588331;37.308087
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;LA FINESTRA SUL TEATRO;Via Barone 10;;3491383431;lafinestrasulteatro@gmail.com;TRS-IT-SIC-06450;13.577522;37.312167
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;LA GIOCONDA;Via DELLA GIOCONDA 2/A;http://www.beblagioconda.it;0922607611;info@beblagioconda.it;TRS-IT-SIC-01851;13.623214;37.260626
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;La Grotta Greca;Via Garufo 20;http://www.lagrottagreca.com;092226454;lagrottagrecabeb@hotmail.com;TRS-IT-SIC-04303;13.576866;37.313377
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;L' Alba sui Templi;Via Esseneto 73;;3381967019;lalbasuitempli@gmail.com;TRS-IT-SIC-07670;13.589153;37.304757
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;L'ALBA SUI TEMPLI;Via EMPEDOCLE 73;;3381967019;lalbasuitempli@gmail.com;TRS-IT-SIC-07700;13.578835;37.310496
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;LA MANSARDA;Via CRISPI 34 A;http://www.lamansarda.info;092220892;lamansardaag@.gmail.com;TRS-IT-SIC-02131;13.586716;37.308242
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;L'APPRODO;Via PESARO 6;;0922413905;info@lapprodobb.it;TRS-IT-SIC-02393;13.581318;37.262049
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;La Terrazza di Girgenti;Cortile Gubernatis 4;;3404021957;info@laterrazzadigirgenti.it;TRS-IT-SIC-07524;13.578341;37.312775
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;LA TERRAZZA SULLA VALLE;Via Dante 109;;3332700815;info@laterrazzasullavalle.coml;TRS-IT-SIC-06446;13.588587;37.307959
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;La Veranda di Tatta;Via Foder� 36;;3888969594;paoladifra@libero.it;TRS-IT-SIC-07358;13.581921;37.311688
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;LA VIA DI CASA;Via Torre di Gaffe 3;http://www.bblaviadicasa.com;0922414620;infolaviadicasa@gmail.com;TRS-IT-SIC-07283;13.586376;37.269637
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;LE CASETTE DI LU;Via NEVE 12;http://www.lecasettedilu.it;0922629414;info@lecasettedilu.it;TRS-IT-SIC-01598;13.580066;37.31219
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;LE CINQUE NOVELLE;Via AMENDOLA 24;http://www.lecinquenovelle.it;0922000000;info@lecinquenovelle.it;TRS-IT-SIC-02013;13.5779;37.31068
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;Le Maioliche;Via Pirandello 64;;3491559105;lemaiolichebb@gmail.com;TRS-IT-SIC-07483;13.58342;37.310118
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;LE NOTTI DI MORFEO;Via Dei Giacinti 4;;0922414570;info@lenottidimorfeo.it;TRS-IT-SIC-06407;13.590546;37.261172
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;LE SORELLE;Via GIACOMO LEOPARDI 41;http://www.bblesorelle.it;3483918508;info@bblesorelle.it;TRS-IT-SIC-03527;13.58383;37.264516
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;LE STANZE DELLO SCIROCCO;Via Vullo 1;;3884022584;info@lestanzedelloscirocco.it;TRS-IT-SIC-06452;13.577287;37.310682
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;LE STANZE DI MARCHISIA;Via SALITA SANTO SPIRITO 4;http://www.bblestanzedimarchisia.com;3476363688;calogeroarena@libero.it;TRS-IT-SIC-03542;13.583304;37.310985
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;LE VIE D'ARTE;Via nEVE 2;;3296274200;alessandrozarbo78@gmail.com;TRS-IT-SIC-07477;13.579957;37.312166
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;LIOLA';Via DUOMO 125;http://www.liolavacanze.it;0922602926;info@liolavacanze.it;TRS-IT-SIC-02394;13.576308;37.313746
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;LUNAKINA;Via EUGENIO MONTALE 6;http://www.lunakina.it;0922416521;info@lunakina.it;TRS-IT-SIC-03445;13.614941;37.251964
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;MANNALA';Vicolo Mantracchia 3;http://www.bebmannala.it;3203171180;mannalabeb@gmail.com;TRS-IT-SIC-06411;13.584155;37.31166
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;MARIG0';Via DELLE ROSE 1;;092222303;margobuttice@libero.it;TRS-IT-SIC-03455;13.589646;37.262279
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;MARINA DI GIRGENTI;Viale DELLE DUNE 1;http://www.marinadigirgenti.it;0922413202;info@marinadigirgenti.it;TRS-IT-SIC-02305;13.594718;37.258734
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;MILLE E UNA NOTTE;Cortile ZETA I 8;http://www.milleeunanottebeb.it;3204835856;milleeunanottebeb@gmail.com;TRS-IT-SIC-01592;13.582975;37.311965
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;MONASTERO SANTO SPIRITO;Piazza SANTO SPIRITO 5;http://www.monasterosantospiritoag.it;3287370299;monasteros.spirito@libero.it;TRS-IT-SIC-02119;13.582792;37.311501
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;MONTE DEI PEGNI;Via MONTE DEI PEGNI 3;http://www.bb-montedeipegni.com;092220162;info@bb-montedeipegni.com;TRS-IT-SIC-02389;13.579537;37.312216
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;NETTUNO;Via NETTUNO 61;;0922414546;g.ruoppolo@email.it;TRS-IT-SIC-01841;13.592705;37.259457
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;NIGHT AND DAY;Via ROMANO 9;http://www.bbnightandday.it;3881126972;bbnightandday@gmail.com;TRS-IT-SIC-02021;13.575937;37.312148
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;PALADINI DI SICILIA;Via SAN FRANCESCO D'ASSISI 37;;3457191053;info.paladini@gmail.com;TRS-IT-SIC-03446;13.582845;37.310372
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;Palazzo Bibirria;Via Duomo 60;;3407032068;info@palazzobibirria.it;TRS-IT-SIC-07361;13.57941;37.313902
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;PALAZZO DEL TEATRO;Vicolo Teatro 4;;0922609550;info@palazzodelteatro.it;TRS-IT-SIC-06592;13.577163;37.311328
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;PARCO DEI TEMPLI;Contrada Pezzino 11;http://www.parcodeitempli.it;092226386;bbparcodeitempli@gmail.com;TRS-IT-SIC-06483;13.571157;37.306132
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;PICCOLO GELLIA;Via GOZA 2;http://www.piccologellia.com;092227157;info@piccologellia.com;TRS-IT-SIC-01313;13.576548;37.31109
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;PIETRA ROSSA;Contrada PIETRA ROSSA  SP.17 5;http://www.pietrarossa.it;09221901503;info@pietrarossa.it;TRS-IT-SIC-02043;13.576548;37.31109
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;PORTATENEA;Via ATENEA ANGOLO VIA CESARE BATTISTI 2;http://www.portatenea.com;3490937492;info@portatenea.com;TRS-IT-SIC-01287;13.584748;37.310067
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;RABATE';Via GARIBALDI 180;;0922401323;rabatebeb@virgilio.it;TRS-IT-SIC-03533;13.57159;37.312629
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;Residenza Medea;Viale Cannatello 101;;3283080337;residenzamedea@gmail.com;TRS-IT-SIC-07355;13.62291;37.26368
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;ROBA DEGLI ULIVI;Contrada GIURANELLA 7;http://www.robadegliulivi.it;3294413498;info@robadegliulivi.it;TRS-IT-SIC-01597;13.541802;37.343276
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;SALOTTO DI ATHENA;Salita MADONNA DEGLI ANGELI 7;http://www.salottodiathena.com;0922401355;info@salottodiathena.com;TRS-IT-SIC-02016;13.58467;37.31021
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;San Cal� di Girgenti;Salita Filino 5;;3495365540;info@sancalodigirgenti.it;TRS-IT-SIC-07475;13.586595;37.30929
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;SAN LEONE;Via ISCHIA 3;http://www.sanleone.eu;0922413596;info@sanleone.eu;TRS-IT-SIC-01315;13.578954;37.264793
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;SAN MARCO;Contrada SAN MARCO sn;http://www.villasanmarco.com;0922401829;info@villasmarco.com;TRS-IT-SIC-00878;13.576548;37.31109
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;SICILIA BEDDA;Via CUTAIA 9;http://www.bebsiciliabedda.it;0922662007;casa.emanuela@gmail.com;TRS-IT-SIC-02303;13.575183;37.311378
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;SIKELIA;Via DANTE 65;http://wwwsikelia.it;3471201352;info@sikeliabed.it;TRS-IT-SIC-03444;13.577351;37.309337
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;TELAMONI;Via DELLE STELLE ALPINE 7;;0922414486;m.cognata@alice.it;TRS-IT-SIC-03582;13.587245;37.263821
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;TERRAZZA SUL CORSO;Via Atenea 165;http://www.terrazzasulcorso.it;3384547835;info@terrazzasulcorso.it;TRS-IT-SIC-01346;13.581201;37.311278
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;TERRAZZE DI MONTELUSA;Via LENA 6;http://wwwterrazzedimontelusa.it;092228556;info@terrazzedimontelusa.it;TRS-IT-SIC-00993;13.576548;37.31109
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;TRISKE'LES;Viale della Vittoria 211;;0922401864;triskeles@cityofthemples.com;TRS-IT-SIC-06412;13.592388;37.306285
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;VALLE DEI TEMPLI;Via CALLICRATIDE 164;http://www.bbdeitempli.it;092227912;info@bbdeitempli.it;TRS-IT-SIC-00897;13.579469;37.308923
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;VIA DEI TEMPLI;Via PANORAMICA DEI TEMPLI 5;http://www.viadeitempli.com;3801909028;viadeitempli5@gmail.com;TRS-IT-SIC-03447;13.596466;37.299956
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;VILLA ADRIANA;Via OTTONE ROSAI 18;http://www.villadriana.com;3470560593;info@bebvilladriana.com;TRS-IT-SIC-02307;13.597482;37.25819
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;VILLA ALISIA;Viale PUNTA BIANCA SS 115 KM 198 57;http://www.villaalisia.it;0922608428;info@villaalisia.it;TRS-IT-SIC-02019;13.615;37.273333
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;VILLA AMICO;Via DELLE AZALEE 6;;0922411918;pierdomenicoamico@virgilio.it;TRS-IT-SIC-01790;13.594281;37.266492
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;VILLA CONCORDIA;Via DEGLI  ASTEROIDI 3;http://villaconcordia.it;0922608466;info@villaconcordia.it;TRS-IT-SIC-03523;13.61374;37.275932
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;Villa Corallina;Via delle Artemisie 5;;3459236159;info@villacorallina.com;TRS-IT-SIC-07537;13.594881;37.261465
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;VILLA DEI GIARDINI;Via DEI GIARDINI 192;http://www.villadeigiardini.it;0922413124;info@villadeigiardini.it;TRS-IT-SIC-01849;13.594964;37.273452
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;VILLA DEL SOLE;Via SAN GREGORIO 2;http://www.bebvilladelsole.it;0922525643;salvatorepatti2009@libero.it;TRS-IT-SIC-03480;13.572976;37.324137
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;VILLA DIANA;Contrada PETRUSA  SS122 KM 5.4 SN;http://www.villadiana.ag.it;0922419392;info@villadiana.ag.it;TRS-IT-SIC-02129;13.624999;37.320647
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;VILLA GEORGE;Via MAGELLANO 27;http://www.villageorgeristorante.it;0922416700;carmelogiorgi@virgilio.it;TRS-IT-SIC-02125;13.620753;37.253911
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;VILLA GOETHE;Via CELAURO 7;http://www.villagoethe.it;0922816240;abdicaro@gmail.com;TRS-IT-SIC-00957;13.582099;37.309939
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;VILLA IOLANDA E CARMELO;Contrada CHIMENTO 25/B;http://www.bebvillajolanda.com;0922606842;info@bebvillaolanda.com;TRS-IT-SIC-01868;13.615;37.273333
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;Villa La Lumia;Via Passeggiata Archeologica 5;;3206325568;info@villalalumia.com;TRS-IT-SIC-03555;13.595739;37.298988
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;VILLA MAIOLICA;Via Novaro 3;http://www.villamaiolica.it;3337333852;info.villamaiolica@gmail.com;TRS-IT-SIC-06485;13.582366;37.265033
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;VILLAMARE;Via S. LEONARDI 22;http://www.villamare.eu;0922610651;info@villamare.eu;TRS-IT-SIC-01854;13.615048;37.243207
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;VILLA PIRANDELLO;Via FRANCESCO CRISPI 34;;3663087401;bbvillapirandello@gmail.com;TRS-IT-SIC-03487;13.586725;37.308232
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;VILLA ROSA;Via RESTIVO 7/B;http://www.villarosamare.eu;0922411376;info@villarosamare.eu;TRS-IT-SIC-03457;13.592244;37.261033
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;VILLASETA;Contrada PIANA DEL VESCOVO VILLASETA SN;http://www.bbvillaseta.it;0922511017;info@bbvillaseta.it;TRS-IT-SIC-03507;13.576548;37.31109
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;VILLA SOLEMARE;Via Zanella 13;;3274681204;tizreale@live.it;TRS-IT-SIC-06578;13.587627;37.261742
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;VILLA VALENTINA;Via CAVALERI MAGAZZENI LOCALITA' CANNATELLO SN;http://www.bebvillavalentina.it;0922606603;gaetanotriassi@supereva.it;TRS-IT-SIC-01595;13.606819;37.265016
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;Villa Volli Three Rooms;Via delle Dalie 33;;3474465259;villavolli@gmail.com;TRS-IT-SIC-07536;13.591201;37.26161
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;VITA;Via CARRANO 11;http://www.bedandbreakfastvita.it;0922416209;casasiciliavacanza@gmail.com;TRS-IT-SIC-03576;13.650799;37.223616
Agrigento;Agrigento;3 Stelle;Bed & Breakfast;Xenia;Via degli Oleandri 37;http://www.bebxenia.it;0922604627;info@bebxenia.it;TRS-IT-SIC-05013;13.592002;37.262023
Agrigento;Agrigento;3 Stelle;Campeggi;camping internazionale Nettuno s.r.l.;Via Lacco Ameno s.n;;0922416983;info@campingnettuno.com;TRS-IT-SIC-04935;13.614946;37.243738
Agrigento;Agrigento;3 Stelle;Hotel;AMICI;Via ACRONE 5;http://www.hotelamici.com;0922402831;info@hotelamici.com;TRS-IT-SIC-04551;13.585337;37.308686
Agrigento;Agrigento;3 Stelle;Hotel;Grand Hotel Mos�;Via Leonardo Sciascia sn;http://www.iashotels.com;0922608388;simonetuttolomondo@msn.com;TRS-IT-SIC-04531;13.615;37.273333
Agrigento;Agrigento;3 Stelle;Hotel;HOTEL AKRABELLO;Via PARCO ANGELI SN;http://www.akrabello.com;0922606277;info@akrabello.com;TRS-IT-SIC-04581;13.615;37.273333
Agrigento;Agrigento;3 Stelle;Hotel;HOTEL ANTICA FORESTERIA CATALANA;Piazza LENA 5;http://albergoanticaforesteria.com;092220435;apinozzo@live.it;TRS-IT-SIC-04643;13.576548;37.31109
Agrigento;Agrigento;3 Stelle;Hotel;Hotel Concordia;Piazza San Francesco 11;http://www.albergo-concordia.it;0922596266;reception@albergo-concordia.it;TRS-IT-SIC-05552;13.582018;37.310183
Agrigento;Agrigento;3 Stelle;Hotel;HOTEL COSTAZZURRA;Via DELLE VIOLE 2;http://www.hotelcostazzurra.it;0922411222;info@hotelcostazzurra.it;TRS-IT-SIC-04651;13.590976;37.265267
Agrigento;Agrigento;3 Stelle;Hotel;HOTEL DEL VIALE;Via DEL PIAVE 13;http://www.hoteldelviale.it;092220063;info@hoteldelviale.it;TRS-IT-SIC-04637;13.588367;37.307976
Agrigento;Agrigento;3 Stelle;Hotel;HOTEL TRE TORRI;Viale CANNATELLO 7;http://www.hoteltretorri.eu;0922606733;amministratore@hoteltretorri.eu;TRS-IT-SIC-04645;13.61918;37.270327
Agrigento;Agrigento;3 Stelle;Turismo Rurale;borgo dei Vigneti;Contrada Burraitotto s.n;http://www.borgodeivigneti.it;09221788019;info@borgodeivigneti.it;TRS-IT-SIC-04848;13.693724;37.254855
Agrigento;Agrigento;4 Stelle;Hotel;BLU HOTEL KAOS;Contrada CUMBO SN;http://www.bluhotelkaos.it/;0922598622;bookinghotelkaos@bluhotels.it;TRS-IT-SIC-04972;13.55608;37.2886
Agrigento;Agrigento;4 Stelle;Hotel;DEMETRA RESORT;Contrada FORGIA SN;http://www.demetraresort.it;0922406111;info@demetraresort.it;TRS-IT-SIC-04632;13.576548;37.31109
Agrigento;Agrigento;4 Stelle;Hotel;DIOSCURI BAY PALACE;Via LUNGOMARE FALCONE E BORSELLINO SN;http://www.dioscurihotel.it;0922406111;info@dioscurihotel.it;TRS-IT-SIC-04623;13.588889;37.261389
Agrigento;Agrigento;4 Stelle;Hotel;GRAND HOTEL DEI TEMPLI;Viale LEONARDO SCIASCIA 4 A;http://www.grandhoteldeitempli.it;0922610175;info@grandhoteldeitempli.it;TRS-IT-SIC-04589;13.611847;37.276262
Agrigento;Agrigento;4 Stelle;Hotel;HOTEL BAIA DI ULISSE;Via ALAIMO 2;http://www.baiadiulisse.com;0922417638;info@baiadiulisse.com;TRS-IT-SIC-04648;13.617391;37.242688
Agrigento;Agrigento;4 Stelle;Hotel;HOTEL COLLEVERDE PARK;Via PANORAMICA DEI TEMPLI SN;http://www.colleverdehotel.it;092229555;mail@colleverdehotel.it;TRS-IT-SIC-04652;13.576548;37.31109
Agrigento;Agrigento;4 Stelle;Hotel;HOTEL DELLA VALLE;Via UGO LA MALFA 3;http://www.hoteldellavalle.ag.it;092226966;direzione@hoteldellavalle.ag;TRS-IT-SIC-04579;13.594458;37.302418
Agrigento;Agrigento;4 Stelle;Hotel;Hotel Domus Aurea;Contrada Maddalusa sn;http://www.hoteldomusaurea.it;0922511500;info@hoteldomusaurea.it;TRS-IT-SIC-04480;13.576548;37.31109
Agrigento;Agrigento;4 Stelle;Hotel;Hotel Exclusive;Via Acrone 15;http://www.hotelexclusive.it;0922629516;info@hotelexclusive.it;TRS-IT-SIC-04473;13.58371;37.3089
Agrigento;Agrigento;4 Stelle;Hotel;HOTEL FORESTERIA BAGLIO DELLA LUNA;Via SERAFINO AMABILE GUASTELLA  C.DA MADDALUSA SN;http://wwwbagliodellaluna.com;0922511061;info@bagliodellaluna.com;TRS-IT-SIC-04638;13.576548;37.31109
Agrigento;Agrigento;4 Stelle;Hotel;Hotel Kore;Viale Leonardo Sciascia sn;http://wwwhotelkore.it;0922607663;info@hotelexclusive.it;TRS-IT-SIC-04469;13.61662;37.272609
Agrigento;Agrigento;4 Stelle;Residenze Turistico Alberghiere;ANTICA PERLA;Via FARAG 98;http://www.anticaperla.com;0922416167;info@anticaperla.com;TRS-IT-SIC-04395;13.620562;37.236372
Agrigento;Agrigento;5 Stelle;Hotel;Hotel Villa Athena;Via Passeggiata Archeologica 33;http://www.hotelvillaathena.it;0922596288;reservations@hotelvillaathena.it;TRS-IT-SIC-04468;13.590629;37.298115
Aragona;Agrigento;2 Stelle;Bed & Breakfast;MACALUBE ARAGONA;Via FONTES EPISCOPI 25;http://www.bb-macalube.it;092238925;bbmacalube@gmail.com;TRS-IT-SIC-04160;13.618488;37.39268
Aragona;Agrigento;3 Stelle;Bed & Breakfast;B&B AGRUMI IN TERRAZZA;Via Livatino 19;;3312401376;alfogallu@libero.it;TRS-IT-SIC-06026;13.621002;37.394263
Aragona;Agrigento;3 Stelle;Turismo Rurale;PRINCIPE D'ARAGONA;Contrada FONTANA VICARIO TUBERIO SN;http://www.principedaragona.it;0922600600;principedaragona@gmail.com;TRS-IT-SIC-04853;13.618945;37.407403
Bivona;Agrigento;2 Stelle;Bed & Breakfast;Bead and breakfast DA FRANCESCA;Contrada SCALDAMOSCHE SN;http://www.bedandbreakfastdafrancesca.it;3288785348;francesca.spat@libero.it;TRS-IT-SIC-04360;13.44053;37.618361
Burgio;Agrigento;1 Stella;Case e Appartamenti per Vacanze;Sacramento;Contrada Sacramento s.n;http://girandolasicilia.com;092564612;liboria87@hotmail.it;TRS-IT-SIC-04419;13.288405;37.598257
Burgio;Agrigento;3 Stelle;Bed & Breakfast;B&B DRAGOTTO-RIFESI;Contrada Vallone snc;;092564712;bebdragottorifesi@gmail.com;TRS-IT-SIC-06222;13.290784;37.598557
Burgio;Agrigento;3 Stelle;Bed & Breakfast;CASA ANZELMO;Via FRANCESCO CRISPI 95;;092564115;antonioanzelmo@yahoo.it;TRS-IT-SIC-03877;13.290325;37.599113
Burgio;Agrigento;3 Stelle;Hotel;FEUDO;Contrada CAMPELLO SN;http://www.feudohotel.it;3317591333;info@feudohotel.it;TRS-IT-SIC-04737;13.290784;37.598557
Caltabellotta;Agrigento;1 Stella;Affittacamere;LE QUERCE;Contrada SAN BIAGIO SN;http://www.lequerce.net;0925953230;info@lequerce.net;TRS-IT-SIC-04900;13.218615;37.57575
Caltabellotta;Agrigento;3 Stelle;Bed & Breakfast;LE FOGLIE D'ARGENTO;Contrada GIRAFFE SN;http://www.lefogliedargento.it;0925951468;info@lefogliedargento.it;TRS-IT-SIC-03789;13.218615;37.57575
Caltabellotta;Agrigento;3 Stelle;Bed & Breakfast;SOTTO LE STELLE;Via SAN PAOLO 35;http://www.bbsottolestelle.it;0925952674;info@bbsottolestelle.it;TRS-IT-SIC-04159;13.219747;37.576416
Cammarata;Agrigento;3 Stelle;Hotel;Hotel Halykos;Via Bonfiglio 20;http://www.alikoshotel.it;0922904296;info@halykos-hotel.it;TRS-IT-SIC-04746;13.635446;37.629621
Cammarata;Agrigento;3 Stelle;Turismo Rurale;ANTICA MASSEREIA GARGIUFFE';Contrada GARGIUFFE' SN;http://www.anticamasseriagargiuffe.com;3312427712;gargiuffe@alice.it;TRS-IT-SIC-04861;13.638671;37.632794
Cammarata;Agrigento;3 Stelle;Turismo Rurale;Casale Margherita;Contrada Malandrino s.n;;0922906188;info@casalemargherita.eu;TRS-IT-SIC-04841;13.638671;37.632794
Cammarata;Agrigento;4 Stelle;Hotel;VILLA GIATRA;Via SS 189 AG PA SN;http://www.villagiatra.it;0922905200;info@villagiatra.it;TRS-IT-SIC-04727;13.638671;37.632794
Campobello Di Licata;Agrigento;3 Stelle;Bed & Breakfast;Il Covo degli Artisti;Viale Falconeborsellino s.n;http://www.covoartisti.it;3933323032;info@covoartistibeb.it;TRS-IT-SIC-04335;13.917024;37.252005
Campobello Di Licata;Agrigento;3 Stelle;Bed & Breakfast;The Liberty Palace;Via Libert� 50;;0922879169;bella_giuseppe@libero.it;TRS-IT-SIC-07377;13.917081;37.256622
Canicatti';Agrigento;1 Stella;Affittacamere;GROTTA ROSSA;Contrada FAZI SN;;0922854208;taibidonietarosetta@libero.it;TRS-IT-SIC-04901;13.85069;37.358179
Canicatti';Agrigento;2 Stelle;Hotel;MANILA;Contrada MADONNA DELL'AIUTO SN;;0922859815;00@00.it;TRS-IT-SIC-04738;13.85069;37.358179
Canicatti';Agrigento;2 Stelle;Turismo Rurale;VILLA GRAZIA DI FONTANA BIANCA;Contrada SAN FILIPPO CORRIGE SN;;3331066801;00@00.it;TRS-IT-SIC-04860;13.85069;37.358179
Canicatti';Agrigento;3 Spighe;Agriturismo;AGRI ROVETO VILLAGE;Contrada Aquilata s.n.;http://www.tenutaroveto.com;09221800390;pitruzzella55@libero.it;TRS-IT-SIC-06212;13.856233;37.364423
Canicatti';Agrigento;3 Stelle;Bed & Breakfast;Al Qatt?�;Via A. Manzoni 134;http://www.alqattabb.it;3204448848;carnic1979@libero.it;TRS-IT-SIC-07424;13.851804;37.361388
Canicatti';Agrigento;3 Stelle;Bed & Breakfast;Beatus;Via Lepanto 282;http://www.beatusbb.com;0922857763;info@beatusbb.it;TRS-IT-SIC-04019;13.845994;37.356608
Canicatti';Agrigento;3 Stelle;Hotel;BELVEDERE;Via RESISTENZA 22;http://www.hotel-belvedere.org;0922851860;direzione@hotel-belvedere.org;TRS-IT-SIC-04735;13.857875;37.360674
Canicatti';Agrigento;3 Stelle;Turismo Rurale;CORTE DEI MONACI;Contrada CANNAROZZO SN;http://www.cortedeimonaci.it;0922832029;info@cortedeimonaci.it;TRS-IT-SIC-04862;13.85069;37.358179
Casteltermini;Agrigento;1 Stella;Bed & Breakfast;Arcobaleno;Via Toniolo 10;;3397090149;mimosa03@live.it;TRS-IT-SIC-04353;13.640486;37.537985
Casteltermini;Agrigento;3 Spighe;Agriturismo;Agriturismo Le Baronie;Contrada Santa Croce s.n.;;0922916994;salvino.antinoro@libero.it;TRS-IT-SIC-06291;13.522415;37.508621
Casteltermini;Agrigento;3 Stelle;Turismo Rurale;LUPO NERO;Contrada DESTRA SN;;3272804443;costanza.giuseppe@hotmail.it;TRS-IT-SIC-04857;13.643208;37.540964
Castrofilippo;Agrigento;1 Stella;Case e Appartamenti per Vacanze;Casa del Nonno Agostino;Contrada Fontana Pazza s.n.c.;http://www.casadelnonno.net;0922825262;info@casadelnonno.net;TRS-IT-SIC-07885;13.736582;37.410841
Castrofilippo;Agrigento;1 Stella;Case e Appartamenti per Vacanze;Casa del Nonno di Lo Brutto Antonia;Via M.llo V. Ciccarelli 7;http://www.casadelnonno.com;0922825262;aagostino@yahoo.com;TRS-IT-SIC-07456;13.749913;37.351284
