Comune;Long;Lat;Denominazione;Indirizzo;Nome Parco;Riferimenti Web;Cronologia;Tipologia;Info;Telefono;Email;Social;Ticket Intero;Ticket Ridotto;Orario;Scheda;Immagini;Note;Sheet
Palermo;13.366571;38.122708;Castello a Mare;Via Crispi - ingresso via Patti;Area monumentale archeologica di Castello a Mare;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=92&IdSito=59;medievale;Fortificazioni;;0917071317/411;nan;;2.0;1.0;Da martedì a domenica, compresi i festivi, dalle 9.30 alle 13.30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Palermo_castellomare.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Palermo_castellomare.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Palermo_castellomare_eng.pdf
Palermo;13.345;38.108738;Necropoli Punica;Corso Calatafimi 90;Centro urbano;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=47&IdSito=57;"arcaica; classica; ellenistica";Necropoli;;0917071425 - 091590;nan;;2.0;1.0;La Necropoli punica è aperta da martedì a sabato (9.30-13.30 e 14.30-17.30). Domeniche e festivi 9.30-13.30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Palermo_necropoli.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Palermo_necropolipunica.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Palermo_necropoli_eng.pdf
Palermo;13.353936;38.186545;Grotta dell'Addaura;Addaura;R.N.O. Monte Pellegrino;;preistorica;Grotta;Chiusa per pericolo caduta massi.;0917071408;urpsopripa@regione.sicilia.it;;Non Disponibile;Non Disponibile;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Palermo_addaura.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Palermo_addaura.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Palermo_addaura_eng.pdf
Palermo;13.361469;38.115602;Palermo;;Centro urbano;;"arcaica; classica, ellenistica; imperiale";Insediamento;;;nan;;Non Disponibile;Non Disponibile;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Palermo.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Palermo.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Palermo_eng.pdf
Licata;13.931569;37.100012;Monte Sant'Angelo-Finziade;Monte Sant'Angelo;Area archeologica di Monte Sant'Angelo e Castel Sant'Angelo;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=160&IdSito=14;ellenistica;"Insediamento; Abitato";;0922 772602;nan;;0.0;0.0;Tutti i giorni feriali dalle 8,30 alle 13,30. Domeniche e festivi chiuso;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Finziade.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Finziade.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Finziade_eng.pdf
Augusta;15.181746;37.203773;Agorà;C.da Megara Giannalena;Area archeologica e Antiquarium di Megara Hyblea;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=95&IdSito=79;"arcaica; classica; ellenistica";Area pubblica civile;;09314508211;nan;;4.0;2.0;Tutti i giorni dalle 8,30 alle 16,30 chiusura biglietteria 15,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Megara_agora.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Megara_agora.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Megara_agora_eng.pdf
Augusta;15.181797;37.204395;Tempio di IV sec. a.C.;C.da Megara Giannalena;Area archeologica e Antiquarium di Megara Hyblea;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=95&IdSito=79;classica;Tempio;;09314508211;nan;;4.0;2.0;Tutti i giorni dalle 8,30 alle 16,30 chiusura biglietteria 15,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Megara_tempio4sec.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Megara_tempio4sec.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Megara_tempio4sec_eng.pdf
Augusta;15.181035;37.204304;Fortificazioni;C.da Megara Giannalena;Area archeologica e Antiquarium di Megara Hyblea;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=95&IdSito=79;"arcaica; classica; ellenistica";Fortificazioni;;09314508211;nan;;4.0;2.0;Tutti i giorni dalle 8,30 alle 16,30 chiusura biglietteria 15,30;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Megara_fortificazioni.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Megara_fortificazioni.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Megara_fortificazioni_eng.pdf
Favignana;12.322131;38.002038;Grotta del Genovese;Cala del Genovese - Isola di Levanzo;Area archeologica delle Egadi;http://www.informazioni-turistiche.it/isole-egadi/levanzo.html;preistorica;Grotta;;0923808111;nan;;0.0;0.0;Previa prenotazione escluso i festivi. La visita dura 2 ore ed è guidata;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Levanzo_genovese.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Levanzo_genovese.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Levanzo_genovese_eng.pdf
Pantelleria;11.951357;36.822437;Acropoli di Santa Teresa e San Marco;Collina di San Marco, via dell'Acropoli;Parco Archeologico delle antiche capitali di Pantelleria;http://www.conoscerepantelleria.it/escursione-archeologica.html;"arcaica; classica; ellenistica; romana; imperiale";"Insediamento; Abitato";;0923808111;nan;;0.0;0.0;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Pantelleria_cossyra.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Pantelleria_acropoli.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Pantelleria_cossyra_eng.pdf
Pantelleria;11.929649;36.810845;Villaggio di Mursia;C.da Mursia, tra Cala di Modica e Cala dell'Alca;Parco archeologico delle antiche capitali di Pantelleria;http://it.wikipedia.org/wiki/Pantelleria;preistorica;Abitato;;0923808111;nan;;0.0;0.0;Sito aperto non custodito;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Pantelleria_mursia.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Pantelleria_mursia.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Pantelleria_mursia_eng.pdf
Pantelleria;11.93155;36.807903;Grande Sese;C.da Cimillia;Parco archeologico delle antiche capitali di Pantelleria;http://it.wikipedia.org/wiki/Pantelleria;preistorica;Necropoli;;0923808111;nan;;0.0;0.0;Sito aperto non custodito;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Pantelleria_sese.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Pantelleria_sese.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Pantelleria_sese_eng.pdf
Taormina;15.292193;37.852347;Teatro Greco-Romano;via del Teatro Greco 40;Parco archeologico di Naxos-Taormina;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=43&IdSito=50;"ellenistica; romana; imperiale";Teatro;http://www.regione.sicilia.it/beniculturali/Dirbenicult/database/page_musei/Orario%20di%20fruizione%20Siti%20Parco%20di%20Naxos.pdf;094223220;nan;;10.0;5.0;Aperto tutti i giorni dalle 9.00 ad un'ora prima del tramonto;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Taormina_teatro.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Taormina_teatro.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Taormina_teatro_eng.pdf
Taormina;15.288001;37.853942;Odeon;Via Timeo;Parco archeologico di Naxos-Taormina;;"ellenistica; imperiale";Edificio pubblico civile;Sito recintato osservabile dalla strada;;nan;;Non Disponibile;0.0;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Taormina_odeon.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Taormina_odeon.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Taormina_odeon_eng.pdf
Taormina;15.287393;37.852465;Naumachie;Via Naumachie;Parco archeologico di Naxos-Taormina;;"ellenistica; imperiale";Edificio pubblico civile;Osservabile dalla via;;nan;;Non Disponibile;0.0;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Taormina_naumachie.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Taormina_naumachie.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Taormina_naumachie_eng.pdf
Tusa;14.262624;37.997866;Agorà;C.da Santa Maria delle Palate;Area archeologica di Halaesa Arconidea;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=45&IdSito=52;"ellenistica; romana; imperiale";Area pubblica civile;Si informa che per la temporanea disattivazione delle linee telefoniche di rete fissa, le comunicazioni potranno essere inviate alle caselle polomuseale.me.uo3@regione.sicilia.it e museo.messina.uo3@regione.sicilia.it;;nan;;0.0;0.0;Orario di apertura: Da martedì a domenica dalle 9,00 alle 18,30. Apertura nei giorni festivi 16, 17 e 25 aprile e 1 maggio. Orario biglietteria 9,00/18,00;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Halaesa_agora.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Halaesa_agora.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Halaesa_agora_eng.pdf
Tusa;14.262273;37.99926;Fortificazioni;C.da Santa Maria delle Palate;Area archeologica di Halaesa Arconidea;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=45&IdSito=52;"classica; ellenistica";Fortificazioni;Si informa che per la temporanea disattivazione delle linee telefoniche di rete fissa, le comunicazioni potranno essere inviate alle caselle polomuseale.me.uo3@regione.sicilia.it e museo.messina.uo3@regione.sicilia.it;;nan;;0.0;0.0;Orario di apertura: Da martedì a domenica dalle 9,00 alle 18,30. Apertura nei giorni festivi 16, 17 e 25 aprile e 1 maggio. Orario biglietteria 9,00/18,00;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Halaesa_fortificazioni.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Halaesa_fortificazioni.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Halaesa_fortificazioni_eng.pdf
Tusa;14.261664;37.994501;Colombario;C.da Santa Maria delle Palate;Area archeologica di Halaesa Arconidea;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=45&IdSito=52;imperiale;Necropoli;Si informa che per la temporanea disattivazione delle linee telefoniche di rete fissa, le comunicazioni potranno essere inviate alle caselle polomuseale.me.uo3@regione.sicilia.it e museo.messina.uo3@regione.sicilia.it;;nan;;0.0;0.0;Orario di apertura: Da martedì a domenica dalle 9,00 alle 18,30. Apertura nei giorni festivi 16, 17 e 25 aprile e 1 maggio. Orario biglietteria 9,00/18,00;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Halaesa_colombario.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Halaesa_colombario.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Halaesa_colombario_eng.pdf
Ragusa;14.447204;36.872279;Tempio;S.P. 102 Km.1 C.da Cammarana;Parco archeologico terracqueo di Kamarina;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=177&IdSito=125;classica;Tempio;Biglietto unico con Museo di Kamarina (attualmente chiuso per lavori di messa in sicurezza);3346040449;urp.museo.kamarina@regione.sicilia.it;https://it-it.facebook.com/pages/Museo-archeologico-regionale-di-Kamarina/637034176357925, https://it-it.facebook.com/Museo-Regionale-di-Kamarina-304263013003157/;4.0;2.0;Aperto tutti i giorni feriali dalle 9.00 alle 18.00. Apertura festiva solo la prima domenica del mese;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Kamarina_tempio.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Kamarina_tempio.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Kamarina_tempio_eng.pdf
Ragusa;14.44186;36.873121;Agorà;S.P. 102 Km.1 C.da Cammarana;Parco archeologico terracqueo di Kamarina;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=177&IdSito=125;classica;Area pubblica civile;Biglietto unico con Museo di Kamarina (attualmente chiuso per lavori di messa in sicurezza);3346040449;urp.museo.kamarina@regione.sicilia.it;https://it-it.facebook.com/pages/Museo-archeologico-regionale-di-Kamarina/637034176357925, https://it-it.facebook.com/Museo-Regionale-di-Kamarina-304263013003157/;4.0;2.0;Aperto tutti i giorni feriali dalle 9.00 alle 18.00. Apertura festiva solo la prima domenica del mese;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Kamarina_agora.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Kamarina_agora.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Kamarina_agora_eng.pdf
Ragusa;14.442657;36.874269;Case;S.P. 102 Km.1 C.da Cammarana;Parco archeologico terracqueo di Kamarina;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=177&IdSito=125;"arcaica; classica";Casa;Biglietto unico con Museo di Kamarina (attualmente chiuso per lavori di messa in sicurezza);3346040449;urp.museo.kamarina@regione.sicilia.it;https://it-it.facebook.com/pages/Museo-archeologico-regionale-di-Kamarina/637034176357925, https://it-it.facebook.com/Museo-Regionale-di-Kamarina-304263013003157/;4.0;2.0;Aperto tutti i giorni feriali dalle 9.00 alle 18.00. Apertura festiva solo la prima domenica del mese;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Kamarina_case.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Kamarina_case.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Kamarina_case_eng.pdf
Ragusa;14.445711;36.87067;Santuario divinità ctonie;S.P. 102 Km.1 C.da Cammarana;Parco archeologico terracqueo di Kamarina;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=177&IdSito=125;"arcaica; classica";Santuario;Biglietto unico con Museo di Kamarina (attualmente chiuso per lavori di messa in sicurezza);3346040449;urp.museo.kamarina@regione.sicilia.it;https://it-it.facebook.com/pages/Museo-archeologico-regionale-di-Kamarina/637034176357925, https://it-it.facebook.com/Museo-Regionale-di-Kamarina-304263013003157/;4.0;2.0;Aperto tutti i giorni feriali dalle 9.00 alle 18.00. Apertura festiva solo la prima domenica del mese;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Kamarina_ctonie.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Kamarina_ctonie.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Kamarina_ctonie_eng.pdf
Patti;15.043983;38.142912;Basilica;Via del Teatro Greco - Loc. Tindari;Area archeologica Teatro Antico e Antiquarium di Tindari;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=46&IdSito=48;imperiale;Edificio pubblico civile;Dal 1 settembre 2015 è istituito il biglietto unico per la visita della Villa Romana di Patti Marina e dell'area archeologica di Tindari (tariffa intera di € 8,00 e ridotta di € 4,00), la cui validità è di tre giorni dalla data di emissione.;0941369023;nan;;6.0;3.0;Tutti i giorni dalle ore 9 alle ore 19 (Ultimo ingresso fino a mezz'ora prima della chiusura).;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Tindari_basilica.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Tindari_basilica.jpg;D.A. 244 del 01/07/81;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Tindari_basilica_eng.pdf
Patti;15.042404;38.143702;Teatro;Via del Teatro Greco - Loc. Tindari;Area archeologica Teatro Antico e Antiquarium di Tindari;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=46&IdSito=48;"ellenistica; imperiale";Teatro;Dal 1 settembre 2015 è istituito il biglietto unico per la visita della Villa Romana di Patti Marina e dell'area archeologica di Tindari (tariffa intera di € 8,00 e ridotta di € 4,00), la cui validità è di tre giorni dalla data di emissione.;0941369023;nan;;6.0;3.0;Tutti i giorni dalle ore 9 alle ore 19 (Ultimo ingresso fino a mezz'ora prima della chiusura).;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Tindari_teatro.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Tindari_teatro.jpg;D.A. 244 del 01/07/81;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Tindari_teatro_eng.pdf
Patti;15.040819;38.146103;Isolato XVII B - Domus - Cercadenari;Via del Teatro Greco - Loc. Tindari;Area archeologica Teatro Antico e Antiquarium di Tindari;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=46&IdSito=48;"ellenistica; imperiale";Abitato;Dal 1 settembre 2015 è istituito il biglietto unico per la visita della Villa Romana di Patti Marina e dell'area archeologica di Tindari (tariffa intera di € 8,00 e ridotta di € 4,00), la cui validità è di tre giorni dalla data di emissione.;0941369023;nan;;6.0;3.0;Tutti i giorni dalle ore 9 alle ore 19 (Ultimo ingresso fino a mezz'ora prima della chiusura).;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Tindari_isolato17b.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Tindari_isolato17b.jpg;D.A. 244 del 01/07/81;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Tindari_isolato17b_eng.pdf
Patti;15.043918;38.143325;Isolato IV;Via del Teatro Greco - Loc. Tindari;Area archeologica Teatro Antico e Antiquarium di Tindari;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=46&IdSito=48;"ellenistica; imperiale";"Casa; Abitato";Dal 1 settembre 2015 è istituito il biglietto unico per la visita della Villa Romana di Patti Marina e dell'area archeologica di Tindari (tariffa intera di € 8,00 e ridotta di € 4,00), la cui validità è di tre giorni dalla data di emissione.;0941369023;nan;;6.0;3.0;Tutti i giorni dalle ore 9 alle ore 19 (Ultimo ingresso fino a mezz'ora prima della chiusura).;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Tindari_isolato4.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Tindari_isolato4.jpg;D.A. 244 del 01/07/81;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Tindari_isolato4_eng.pdf
Cattolica Eraclea;13.280652;37.394276;Teatro;C.da Minoa;Area archeologica di Eraclea Minoa;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=35&IdSito=9;ellenistica;Teatro;;0922 846005;nan;;4.0;2.0;Tutti i giorni dalle 8,30 alle 19,30 compreso i festivi;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Eraclea_teatro.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Eraclea_teatro.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Eraclea_teatro_eng.pdf
Cattolica Eraclea;13.280426;37.393683;Case II A e II B;C.da Minoa;Area archeologica di Eraclea Minoa;http://www.regione.sicilia.it/beniculturali/dirbenicult/database/page_musei/pagina_musei.asp?ID=35&IdSito=9;ellenistica;Insediamento;;0922 846005;nan;;4.0;2.0;Tutti i giorni dalle 8,30 alle 19,30 compreso i festivi;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Eraclea_case.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Eraclea_case.jpg;;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Eraclea_case_eng.pdf
Aidone;14.481215;37.430382;Casa di Ganimede;C.da Serra Orlando;Parco archeologico di Morgantina;http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf;ellenistica;Casa;Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.;093587955;nan;;6.0;3.0;Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_ganimede.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_ganimede.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_ganimede_eng.pdf
Aidone;14.479996;37.430893;Prytaneion;C.da Serra Orlando;Parco archeologico di Morgantina;http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf;ellenistica;Edificio pubblico civile;Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.;093587955;nan;;6.0;3.0;Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_prytaneion.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_prytaneion.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_prytaneion_eng.pdf
Aidone;14.479305;37.43098;Macellum;C.da Serra Orlando;Parco archeologico di Morgantina;http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf;"ellenistica; imperiale";Edificio pubblico civile;Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.;093587955;nan;;6.0;3.0;Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_macellum.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_macellum.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_macellum_eng.pdf
Aidone;14.479383;37.43007;Teatro;C.da Serra Orlando;Parco archeologico di Morgantina;http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf;ellenistica;Teatro;Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.;093587955;nan;;6.0;3.0;Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_teatro.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_teatro.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_teatro_eng.pdf
Aidone;14.47959;37.431313;Stoà est;C.da Serra Orlando;Parco archeologico di Morgantina;http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf;ellenistica;Edificio pubblico civile;Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.;093587955;nan;;6.0;3.0;Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_stoaest.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_stoaest.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_stoaest_eng.pdf
Aidone;14.479674;37.430324;Santuario divinità ctonie;C.da Serra Orlando;Parco archeologico di Morgantina;http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf;"arcaica; classica; ellenistica";Santuario;Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.;093587955;nan;;6.0;3.0;Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_santuarioctonie.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_santuarioctonie.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_santuarioctonie_eng.pdf
Aidone;14.480891;37.430074;La grande fornace;C.da Serra Orlando;Parco archeologico di Morgantina;http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf;"ellenistica; imperiale";Struttura industriale;Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.;093587955;nan;;6.0;3.0;Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_grandefornace.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_grandefornace.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_grandefornace_eng.pdf
Aidone;14.479444;37.430688;Ekklesiasterion;C.da Serra Orlando;Parco archeologico di Morgantina;http://www.regione.sicilia.it/bbccaa/dirbenicult/musei/cartedelleareearcheologiche/morgantina.pdf;ellenistica;Edificio pubblico civile;Vendita biglietti ridotti e cumulativi di due o tre siti tra: Area di Morgantina, Museo di Aidone e Villa del Casale.;093587955;nan;;6.0;3.0;Dal 28 ottobre aperta ogni giorno, compresi i festivi, dalle 9,00 alle 16,00 (chiusura dei cancelli alle 17.00).;http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_ekklesiasterion.pdf;http://gis.osservatorioturistico.sicilia.it/doc/foto/archeo/ico/Morgantina_ekklesiasterion.jpg;(parco in corso di definizione);http://gis.osservatorioturistico.sicilia.it/doc/testi/schede_archeo/Morgantina_ekklesiasterion_eng.pdf
